"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/Props/Weapons/White_3.White_3","0","0","24","1","0.000000","0","0"
"/Game/Props/Weapons/White_2.White_2","0","0","24","1","0.000000","0","0"
"/Game/Props/Weapons/White_1.White_1","0","0","24","1","0.000000","0","0"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","78","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Splat_2.M_Splat_2","0","0","40","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Glow_3.M_Glow_3","0","0","64","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Smoke_Wisp.M_Smoke_Wisp","0","0","140","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Smoke_2.M_Smoke_2","0","0","140","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Impact_2.M_Impact_2","0","0","40","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Glow_6.M_Glow_6","0","0","40","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Distortion_2.M_Distortion_2","0","0","150","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Dirt_2.M_Dirt_2","0","0","140","1","0.000000","0","0"
"/Game/Props/Weapons/Shotgun.Shotgun","0","0","24","1","0.000000","0","0"
"/Game/FirstPerson/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","78","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","40","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Spark_1.M_Spark_1","0","0","40","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Shine.M_Shine","0","0","48","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Aura_5.M_Aura_5","0","0","50","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Explosion_6.M_Explosion_6","0","0","40","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Impact_1.M_Impact_1","0","0","40","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Beam3.M_Beam3","0","0","60","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Beam2.M_Beam2","0","0","60","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Beam.M_Beam","0","0","60","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_AuraCircle.M_AuraCircle","0","0","30","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","60","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_master_Fire_Gun.M_master_Fire_Gun","0","0","84","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Shockwave2.M_Shockwave2","0","0","90","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Smoke_1.M_Smoke_1","0","0","168","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Smoke.M_Smoke","0","0","90","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Muzzle_1.M_Muzzle_1","0","0","50","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Aura_8.M_Aura_8","0","0","50","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Explosion_7.M_Explosion_7","0","0","168","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Spark_3.M_Spark_3","0","0","40","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Glow_2.M_Glow_2","0","0","40","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Fire_Shcokwave.M_Fire_Shcokwave","0","0","140","1","0.000000","0","0"
"/Game/MuzzleFlashPack/Materials/M_Lightning_small.M_Lightning_small","0","0","40","1","0.000000","0","0"
"/Game/MuzzleFlashPack/DemoContent/FirstPerson/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","78","1","0.000000","0","0"
"/Game/MuzzleFlashPack/DemoContent/DemoRoom/Materials/M_Abatron.M_Abatron","0","0","33","1","0.000000","0","0"
"/Game/MuzzleFlashPack/DemoContent/DemoRoom/Materials/M_DemoWallPattern.M_DemoWallPattern","0","0","63","3","0.000000","0","0"
"/Game/MuzzleFlashPack/DemoContent/DemoRoom/Materials/M_DemoRoomTiles.M_DemoRoomTiles","0","0","27","1","0.000000","0","0"
"/Game/MuzzleFlashPack/DemoContent/DemoRoom/Materials/M_DemoWall.M_DemoWall","0","0","81","1","0.000000","0","0"
"/Game/MuzzleFlashPack/DemoContent/DemoRoom/Materials/M_LightTube.M_LightTube","0","0","2","1","0.000000","0","0"
"/Game/MuzzleFlashPack/DemoContent/DemoRoom/Materials/M_Glass.M_Glass","0","0","80","2","0.000000","0","0"
"/Game/MuzzleFlashPack/DemoContent/DemoRoom/Materials/M_DefaultTextMaterialTranslucentUnlit.M_DefaultTextMaterialTranslucentUnlit","0","0","30","1","0.000000","0","0"
"/Game/Models/Turret/initialShadingGroup.initialShadingGroup","0","0","12","1","0.000000","0","0"
"/Game/FirstPerson/Meshes/BaseMaterial.BaseMaterial","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Textures/T_Metal_Gold_Mat.T_Metal_Gold_Mat","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Textures/T_Metal_Aluminum_Mat.T_Metal_Aluminum_Mat","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Textures/T_Concrete_Tiles_Variation_M_Mat.T_Concrete_Tiles_Variation_M_Mat","0","0","21","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/Models/Drone/source/lambert1.lambert1","0","0","12","1","0.000000","0","0"
"/Game/Models/Robot/Ch44_body1.Ch44_body1","0","0","24","1","0.000000","0","0"
"/Game/Models/Robot/Ch44_Body.Ch44_Body","0","0","24","1","0.000000","0","0"
"/Game/Props/source/lambert1.lambert1","0","0","21","1","0.000000","0","0"
"/Game/Props/Lights/Material__39.Material__39","0","0","21","1","0.000000","0","0"
"/Game/Props/Lights/Material__38.Material__38","0","0","12","1","0.000000","0","0"
"/Game/Props/lambert1.lambert1","0","0","21","1","0.000000","0","0"
"/Game/Textures/Wallpanel.Wallpanel","0","0","47","1","0.000000","0","0"
"/Game/Textures/Panels.Panels","0","0","47","1","0.000000","0","0"
"/Game/Textures/Floor.Floor","0","0","47","1","0.000000","0","0"
"/Game/StarterContent/Textures/T_Metal_Rust_Mat.T_Metal_Rust_Mat","0","0","21","1","0.000000","0","0"
"/Game/Props/Lights/Light_12_lp_Material__39_BaseColor_Mat.Light_12_lp_Material__39_BaseColor_Mat","0","0","21","1","0.000000","0","0"
"/Game/Props/Lights/Light_12_lp_Material__38_Mat.Light_12_lp_Material__38_Mat","0","0","21","1","0.000000","0","0"
"/Game/Props/ExitSign_None_AlbedoTransparency_Mat.ExitSign_None_AlbedoTransparency_Mat","0","0","21","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/Textures/TexturesCom_Scifi_Floor4_1K_roughness_Mat.TexturesCom_Scifi_Floor4_1K_roughness_Mat","0","0","12","1","0.000000","0","0"
"/Game/Textures/TexturesCom_SciFiPanels09_1K_albedo_Mat.TexturesCom_SciFiPanels09_1K_albedo_Mat","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Textures/T_Wood_Walnut_Mat.T_Wood_Walnut_Mat","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Textures/T_Wood_Oak_Mat.T_Wood_Oak_Mat","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Textures/T_Wood_Floor_Walnut_Mat.T_Wood_Floor_Walnut_Mat","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Textures/T_Tech_Panel_M_Mat.T_Tech_Panel_M_Mat","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Textures/T_Tech_Hex_Tile_M_Mat.T_Tech_Hex_Tile_M_Mat","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","49","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","32","1","0.000000","0","0"
"","0","1","0","1","0.000000","1","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","21","1","0.000000","0","0"
"/Game/MuzzleFlashPack/DemoContent/DemoRoom/Materials/M_Arrows.M_Arrows","0","0","21","1","0.000000","0","0"
"/Game/MuzzleFlashPack/DemoContent/DemoRoom/Materials/M_BaseColor.M_BaseColor","0","0","24","1","0.000000","0","0"
